vaatluspraktika sotsiaaltöö või sotsiaalpoliitika ala,SOSS.04.054
vene modernism kirjandus,FLGR.05.394
interaktiivne eesti keel õpe ii,P2NC.01.075
gümnaasiumiaste nõutav keeleoskus arendamine,P2NC.00.596
sissejuhatus sotsioloogia,SOSS.01.001
tootearendus,MJJV.02.124
semiootika ja kultuuriteooria distsiplinaarne seminar,FLSE.00.300
hispaania keel teooria iii,FLGR.03.260
ettevõttepraktika,P2NC.01.114
meditsiiniline biokeemia,ARBK.01.043
kartograafia,LOOM.02.009
live kontsert helindamine ii,P2VK.02.743
turundus alune,P2NC.01.072
sotsiaalpedagoogika põhipraktika,SHHI.01.065
rahvalaul praktika,P2VK.02.685
organisatsioonikäitumine,P2PC.00.662
inglise ärikeel,P2PC.01.158
eesti film ajalugu,HVVK.14.011
laulmiskursus gregooriuse laul baas,HVVK.14.001
skulptuur,HVVK.14.060
rakubioloogia praktikum,LOMR.06.003
keeleteaduslik magistriseminar,FLEE.00.052
luu töötlemine ja ese disainimine,HVVK.14.035
õlimaal,HVVK.14.028
"eesti keel intensiivkursus i . suuline ja kirjalik eneseväljendus ( vene keel baas ) , tase 0 > a2 . 1",HVLC.09.030
"erialane inglise keel ajalooüliõpilane , tase b2 > c1",HVLC.01.006
"sissevaade eesti kultuur . film ja muuseumikursus , inglise keel baas",FLKE.03.121
sissejuhatus dokumentalistika,SOZU.01.201
eesti meediasüsteem ja meediakasutus,SVUH.00.041
juhtimine,P2PC.00.504
usundiõpetus pidev praktika,USUS.03.106
ettevõte tarkvara seminar,MTAT.03.270
etenduskunst projekt ii,P2VK.04.663
ettevõtlus ja projektipraktika,P2PC.01.175
tele ja filmivalgus,P2VK.04.539
muusikateooria iii,P2VK.02.648
kommunikatsioon alune,P2NC.00.695
tunne ja tunnetus vastasmõju,SHPH.00.037
teaduslik uurimistöö alune,FLAJ.03.182
labor ja ettevõttepraktika geoloogia,LOOM.03.140
sissejuhatus kõrgkooliõping,P2PC.00.643
uurimistöö ii ( eraõigus ),P2OG.01.087
sisehaigus ring i,ARSK.05.016
seminar hispaaniakeelne kirjandus,FLGR.03.285
inglise keel didaktika esimene ja teine kooliaste i,HTOS.02.258
praktiline inglise keel ii,P2NC.00.488
projektipersonal juhtimine,SVNC.00.037
endine nliidu ruum poliitiline süsteem,SHRG.03.030
orientaalusund seminar,USUS.06.136
majandusarvestus alune,P2PC.00.289
ettevõtluspraktika,SVNC.00.060
sissejuhatus infotöötlus,P2NC.01.077
uurimistöö alune ja meetod,P2PC.00.657
tekstiilitehnoloogia,P2VK.04.673
kehatöö,HVVK.04.020
kaasaegne tantsutehnika,HVVK.04.021
protsess ja kvaliteedijuhtimine,P2PC.00.658
lõputöö seminar,P2PC.01.173
esa radarseire intensiivkursus,LTTO.00.010
kodeerimisteooria uurimisprojekt,MTAT.07.027
eesti varauusaeg ajalugu 1550 - 1710,FLAJ.03.180
õpe kavandamine,P2NC.01.009
kvantitatiivne meetod eriseminar i,SOSS.02.096
praktika,MJ00.00.053
ladina keel meditsiinieriala,FLKE.05.008
tarkvaratehnika,LTAT.05.003
joonistamine,HVVK.14.058
kunst vaatlema,HVVK.14.087
uurijaseminar,FLFI.00.087
bioloogia didaktika,LOLO.00.060
keeletüpoloogia,FLEE.08.116
"erialane inglise keel . sissejuhatus õiguskeel i , tase b2 . 1",HVLC.01.017
mõõtmine biokeemia,LOKT.10.017
sissejuhatus kvalitatiivne meetod,SVUH.07.004
spordiorganisatsioon ja - juhtimine alune,P2PC.01.145
mikrofonitehnika i,P2VK.02.714
eesti majandus maailmamajandus muutus,MJMJ.08.001
äriplaan,SVNC.00.019
rahvusvaheline suhe,SHRG.03.026
nefroloogia,ARSK.01.032
ruumiline otsustus toetama süsteem,LOOM.02.003
ettevõtluskeskkond ja innovatsioon,SVPC.01.005
masinkudumine algaja,P2VK.01.536
laud ja rollimäng,P2VK.05.384
maastikuökoloogia,LOOM.02.159
ruumiline andmed statistiline analüüs,LOOM.02.035
microstation,LOOM.02.011
loovmäng,P2VK.02.766
erialane inglise keel ( c1 keeletase ),SHHI.02.055
õigus ja avalik haldus alune,P2PC.00.661
ruumiandmed analüüs pythoni ja r-iga,LTOM.02.025
uurimismeetod pedagoogika,P2NC.01.026
linnaplaneerimine alune,LOOM.02.347
loodus ja seikluskasvatuspraktika,P2NC.00.997
koolieelne põhipraktika,P2NC.01.014
projektijuhtimine rakendamine,P2PC.01.159
projektijuhtimine meetod,P2PC.01.160
matemaatika didaktika ii,HTHT.02.049
maalikursus - natüürmort akt i,HVVK.14.049
digitaalne maalimine - tüüpprobleem,HVVK.14.052
maalikompositsioon,HVVK.14.095
maalibänd,HVVK.14.078
kvantmehaanika,LTFY.04.001
stohhastiline mudel,LTMS.00.013
inimene füsioloogia,ARFS.01.063
kaasaegne uurimismeetod neurobioloogia 4,ARFS.01.082
kaasaegne uurimismeetod neurobioloogia 2,ARFS.01.080
kaasaegne suund neuroteadus 3,ARFS.01.072
kaasaegne suund neuroteadus 1,ARFS.01.070
eriseminar zooloogia ja hüdrobioloogia,LOOM.04.075
molekulaarne mikrobioloogia,LOMR.03.015
heebrea keel,USUS.05.067
korea kultuur ja ühiskond ( inglise keel baas ),FLLC.08.007
assisteerimispraktika,FLLC.00.006
abstraktne ja geomeetriline joonistamine kursus,HVVK.14.045
aken aasia muusika,HVVK.14.002
organisatsioonikommunikatsioon teooria,SHZU.03.003
turundus alune,P2PC.00.502
kaasaegne fundamentaalfüüsika,LOFY.04.078
arvutigraafika seminar,MTAT.03.305
sissejuhatus majandusteadus,MJRI.03.092
tarneahel juhtimine,MJMJ.08.002
sissejuhatus erialaõpe,SVNC.00.003
andmehõive ja signaalitöötlus,LOTI.05.052
projektipõhine rahastamine,P2PC.01.154
ettevõtlus alustamine,P2NC.01.050
eriala teadustöö metoodika taim ja seeneteadus,LOOM.01.113
loodus ja ühiskonnaaine õpe erivajadus laps,SHHI.03.037
geograafia uurimissuund ja - meetod,LOOM.02.207
tõenäosusteooria seminar,MTMS.02.048
üldine histoloogia,LOMR.09.016
sport administreerimine,SVPC.01.004
elektroonika õpetaja,LOTI.05.068
projektijuhtimine meetod,SVNC.00.036
kaugseire,LTTO.00.007
teadusartikkel kirjutamine metoodika ( biokeemia ),ARBK.01.028
energiavoog ja aineringe,LTOM.02.006
"laps ja nooruk emotsionaalne , sotsiaalne ja käitumisraskune",SHHI.03.048
õpilane sotsiaalne oskus arendamine,P2NC.01.124
noorsoouuring,P2NC.01.003
illustrator,LOOM.02.049
ladina paleograafia,FLLC.02.006
moetööstus probleem ning see jätkusuutlik areng võimalik lahendus ja praktika,HVVK.14.070
"eesti keel intensiivkursus i . suuline ja kirjalik eneseväljendus ( inglise keel baas ) , tase 0 > a2",HVLC.09.008
valikküsimus põhjamaa kultuur ja ajalugu,FLGR.06.148
autor või probleemseminar iii,FLFI.00.026
sotsiolingvistika,FLEE.08.139
autor või probleemseminar i,FLFI.00.024
bakalaureuseseminar,FLFI.00.032
erialapraktika zooloogia ja hüdrobioloogia,LOOM.04.076
mikrobioloogia ii,LOMR.03.020
erialane võõrkeel ( vene keel ),P2PC.03.103
rakubioloogia ii,LOMR.06.005
keeletehnoloogia seminar,MTAT.06.046
analüütiline geomeetria,MTMM.00.327
kommunikatsioonijuhtimine alune ja praktika,SVUH.03.005
kombinatoorika,MTMM.00.354
ülevaade meedia ja kommunikatsioon teooria,SOZU.03.252
audiovisuaalne tekst looma,SHUH.01.018
kinnisvara arendamine,P2PC.00.417
metallvorm valmistamine praktika,P2VK.01.525
mobiil ja pilvearvutus seminar,MTAT.03.280
ettevõtlus ja juhtimine alune terviseteenus valdkond,KKSB.05.080
silmahaigus,ARSI.01.011
el juhtimine ja poliitika kujundamine,P2EC.00.220
hispaania keel praktikum iii,FLGR.03.261
pidev pedagoogiline praktika klassiõpetaja,SHHI.02.045
videomontaaž ja režii,HVVK.04.018
magistriseminar,P2PC.00.675
3. graafika,HVVK.04.003
rahandus alune,P2PC.00.646
pidev pedagoogiline praktika eripedagoog,SHHI.03.042
kliiniline mikrobioloogia . pea ja kael piirkond infektsioon,ARMB.01.055
infosüsteem,SHUH.04.013
"eesti keel intensiivkursus i . hääldamine ja kuulamine ( vene keel baas ) , tase 0 > a2",HVLC.09.032
eesti keel mitmekeelne läänemere-euroopa : keelekontakt ja - maastik,FLEE.04.223
kaasaegne uurimismeetod neurobioloogia 3,ARFS.01.081
"inglise keel bioloogia ja ökoloogia üliõpilane , tase b2",HVLC.01.009
metsabioloogia ja dendroloogia,P2VK.01.109
taim molekulaarbioloogia,LOMR.05.001
praktiline inglise keel i,P2NC.00.908
soome keel suuline ja kirjalik väljendusoskus ii ( b2 / c1 ),FLEE.06.092
soome keel suuline ja kirjalik väljendusoskus i ( b1 / b2 ),FLEE.06.010
rahvusvaheline poliitika,SHRG.00.038
kaasaeg valitsemine,SHRG.02.020
spordisotsioloogia,KKSP.03.030
ortognaatiline kirurgia,ARST.01.058
majutus ja spaaettevõte juhtimine,P2PC.02.214
juhtimine alune,SVNC.00.001
projektipõhine arvestus,P2PC.01.153
kinesioloogia,KKSB.03.020
ravim toksikoloogia,ARFR.02.034
osaluspraktika sotsiaaltöö või sotsiaalpoliitika ala,SOSS.04.057
lak-õpe hev õpilane,P2NC.01.130
inglise keel kõnelev maa maiskonnalugu esimene ja teine kooliaste i,HTOS.02.499
avalik esinemine,P2NC.00.690
komi keel i,FLEE.07.192
aasia riik maailmamajandus,MJJV.07.097
doktoriseminar,FLGR.05.172
ettevõtlus alune,SVNC.00.023
loodusvara ja tema säästlik majandamine,LOOM.02.122
teadustöö alune,SVNC.00.024
graafiline disain,SVPC.02.006
geneetika harjutus,LOMR.03.009
helitehnoloog praktika ii,P2VK.02.741
kaugseire rakendus,LTTO.00.008
kommunikatsioon sotsiaalne muutus kujundamine,SHZU.03.004
geograafiline andmetöötlus,LOOM.02.013
arengustrateegia koostamine praktika,LOOM.02.344
taimeanatoomia ja - morfoloogia,LOOM.01.123
sooline vägivald,SHUH.08.001
3. modelleerimine ja analüüs,LTOM.02.024
avalik esinemine,P2VK.09.061
teenusmajandus ja teenindusfilosoofia,P2PC.00.660
patsiendikesksus tervishoid ja see arendamine,AROT.00.070
ettevõte kulu ja tulemuslikkus juhtimine,MJJV.09.046
rindkerehaigus invasiivne diagnostika ja kirurgiline ravi,ARKS.01.026
matemaatiline statistika,MTMS.01.099
vene õigekeelsus i,P2NC.01.101
troopikabioloogia,LTOM.04.005
meeskoor,HVVK.14.099
hellenistlik kirjandus seminar,FLGR.02.537
kaasaegne suund neuroteadus 2,ARFS.01.071
kreeka keel,USUS.04.068
eesti ja eestlane ( inglise keel baas ),FLKE.03.207
meditsiiniline biokeemia,ARBK.01.030
korea kirjandus ( inglise keel baas ),FLLC.08.009
improvisatsiooniline joonistamine,HVVK.14.086
digitaalne fotograafia,HVVK.14.014
reporteritöö praktika,SHZU.01.017
veebileht loomine,MTAT.03.297
kommunikatsiooniassistent praktika,SHUH.03.006
terapeutiline harjutus,KKSB.05.027
sotsiaalteaduslik metodoloogia,SHRG.03.022
teenindusfilosoofia ja teeninduskorraldus,SVNC.00.018
loovettevõtja reflektiivkursus,MJCV.00.034
geosüsteem modelleerimine,LOOM.02.136
jõukohane õpe alune,HTEP.01.044
heaolu filosoofia areng,P2PC.00.512
erialane joonistuspraktika,P2VK.01.503
biokeemia praktikum,LOMR.08.002
toode ja teenusedisain,SVPC.01.003
pidev pedagoogiline praktika,P2NC.01.065
doktoriseminar,FLEE.00.044
taimefüsioloogia praktikum,LOMR.07.006
arhiivindus alune,FLAJ.02.168
rehabilitatsioon alune,KKSB.05.078
optika praktikum,LOFY.03.084
makroökonomeetria,MJRI.02.085
"muuseumipraktika : kuidas koguma , uurima , tutvustama ?",FLAJ.05.154
spordialane inglise keel,P2PC.01.157
praktiline eesti keel i,P2NC.00.946
looduskaitsebioloogia,LOOM.04.084
krokii,HVVK.14.041
sissejuhatav magistriseminar,FLLC.00.008
akadeemiline enesejuhtimine,SVUH.00.037
mitmekesisus ühiskond,SVUH.00.046
finantsjuhtimine praktika,SVMJ.06.005
projektipõhine rahastamine,SVNC.00.011
spordirajatis majandamine,P2PC.01.146
uurimis ja analüüsimeetod majandus,MJRI.01.042
mikrofonitehnika ii,P2VK.02.715
praktika väliskülalisüliõpilane,AR00.00.086
geograafia kool,LOLH.00.011
majandusteooria alune,SVNC.00.016
magistriseminar mõõteteadus i,LOKT.06.050
majandusarvestus alune,SVNC.00.017
madis kõiv dramaatiline filosoofia,FLFI.05.003
nanotehnoloogia praktikum,LOFY.02.042
vene keel leksikoloogia,FLGR.05.389
häälepuue laps ja täiskasvanu,SHHI.03.017
üritus korraldamine praktika,P2NC.00.958
demograafia ja sotsiaalne linnageograafia,LOOM.02.341
inimgeograafia alune,LOOM.02.236
hääl ja resonantsipuue praktikum,SHHI.03.024
humanitaaraine õpetaja põhipraktika,P2NC.01.016
inimgeograafia uurimismeetod,LOOM.02.073
disainijuhtimine,P2PC.00.676
sissejuhatus butafooria,P2VK.04.668
kehaline kasvatus algõpetus,KKSP.04.064
treening ja koormus juhtimine,KKSB.01.033
neelamine füsioloogia ja teraapia,SHHI.03.028
kirjalik tõlge inglise keel : praktika,FLGR.01.164
mitmekultuuriline haridus,P2NC.00.686
"valgus , värv , optika",P2VK.04.664
geoloogia ja keskkonnatehnoloogia rakendus,LOOM.00.031
anatoomia,ARAN.01.034
kasvatus ja õppetöö organiseerimine,HTOS.02.247
"vene keel eelkesktase ii , tase a2 . 2 > b1 . 1",HVLC.05.019
hispaania keel teooria i,FLGR.03.256
neuroloogia ja neurokirurgia,ARNR.01.036
prantsuse keel suuline ja kirjalik väljendus õpetus i,FLGR.03.179
leedu ajalugu,FLAJ.03.186
füüsika põhikool olümpiaad,LOFY.01.156
elektriõpetus õpetamine põhikool,LOFY.01.153
õppimine ja õpetamine alune loodus ja reaalaine,LOLH.00.004
füüsikaline keemia praktikum ii,LTKT.02.003
psühhiaatria,ARPS.01.078
patoloogiline anatoomia,ARPA.01.014
tervishoiukorraldus ja tervishoiuökonoomika,ARTH.02.081
sõda ja katastroofimeditsiin,AR00.00.088
taim ökofüsioloogia,LOOM.01.072
ettevõttepraktika,LOKT.04.078
reovesi ja settekäitlus tehnoloogia,LOKT.04.081
"leedu keel algtase i , tase 0 > a1 . 1",HVLC.09.023
"balti rahvas ja keel : päritolu , arengulugu ja tänapäev",FLEE.04.222
metallurgia ajalugu,P2VK.01.347
lastestomatoloogia praktika,ARST.01.102
teoloogia tänapäevane probleem b,USUS.02.059
algoritm kavandamine ja analüüs,MTAT.03.286
"poola keel algaja i ( inglise keel baas ) , tase 0 > a1 . 2",HVLC.05.047
improvisatsioon metoodika,P2VK.02.405
teaduslik uurimistöö alune,HVAJ.06.001
uurimistöö seminar sotsiaalfarmaatsia,ARFA.01.080
postgresql / postgis ja geoserver ( wms ) alune,LTOM.02.023
arenguseminar,P2EC.00.230
magistritöö,FLAJ.00.046
etnoloogia seminar : kultuuripraktika ja identiteedipoliitika,FLKU.03.094
bioorgaaniline keemia täna 1,LOKT.10.027
majanduspoliitika mõju hindamine,MJRI.02.086
e-demokraatia ja e - valitsemine,SHRG.02.024
sportlik eriala praktika,KKSP.04.059
õigus alune,FLGR.04.450
eesti keel suuline ja kirjalik väljendusõpetus,SOPH.00.525
karistusõigus,OIAO.01.046
rahvusvaheline avalik õigus,P2OG.02.193
sissejuhatus kultuuriteooria,FLSE.00.138
"vene keel algtase i , tase 0 > a1 . 2",HVLC.05.016
"jaapani keel algtase i , tase 0 > a1 . 1",HVLC.08.008
"jaapani keel algtase ii , tase a1 . 1 > a1 . 2",HVLC.08.009
ülevaade poola kultuurilugu,FLGR.05.412
eriala teadustöö metoodika keskkonnaseire tehnoloogia,LOFY.05.056
plastika ja rekonstruktiivkirurgia,ARKI.01.013
"korea keel algtase ii ( inglise keel baas ) , tase a1 . 1 > a1 . 2",HVLC.08.017
ökotoksikoloogia,LOKT.04.016
orgaaniline keemia praktikum,LOKT.09.015
eksperimentaalne koolifüüsika,LOFY.01.110
kreeka eepika,HVLC.02.004
füüsika mina ümber,LOFY.01.158
probleemipõhine ja aktiivõpe füüsika õpetamine,LOFY.01.150
bioinformaatika ii,LOMR.10.005
näo-ja lõualuu piirkond funktsioonianomaalia - meeskonnatöö,ARST.01.128
probleemidepõhine õpe ja interdistsiplinaarsus,LOLH.00.005
materiaalne kultuur ja muuseum,HVKU.03.025
kutsekopsuhaigus,ARKS.01.025
nahk ja suguhaigus,ARNH.01.033
kliiniline farmakoloogia,ARFR.03.019
meditsiiniteooria ja - eetika,ARTH.02.055
klienditöö oskus,SVPC.03.011
team kursus : traumahaige esmakäsitlus atls printsiip,MVCM.03.002
meediaõpetus,P2VK.05.171
laulmine ii,P2VK.04.587
rahvusvaheline folkloristika,FLKU.04.097
keemia didaktika,LTKT.03.001
"rootsi keel algtase ( süvaõpe ) , tase 0 > a2",HVLC.06.023
anatoomia,ARAN.01.028
muusikaajalugu,P2VK.02.515
masinõpe,MTAT.03.227
ettevõtlus eelinnovatsioon inkubaator,SVNC.00.072
erialane praktika,MTMS.01.094
õpetajakoolitus põhipraktika,SVHI.01.026
allikmaterjal kogumine ja analüüs meetod,HVKU.03.013
animatsioon,P2VK.04.676
soome-eesti kontrastiivgrammatika,FLEE.06.093
vene kirjandusteadus alune,FLGR.05.303
"itaalia keel algtase iii ( inglise keel baas ) , tase a1 . 2 > a2 . 1",HVLC.03.022
eesti keel morfoloogia alune,FLEE.04.194
vene kirjandusklassika varamu,FLLC.05.002
hispaania keel suuline ja kirjalik väljendus õpetus i,FLGR.03.263
teadustöö üldprintsiip,LOOM.04.058
koolibioloogia i,LOLO.00.076
"korea keel algtase i ( inglise keel baas ) , tase 0 > a1 . 1",HVLC.08.016
taimefüsioloogia,LOMR.07.001
individuaalpraktika,HVLC.00.005
füüsika õpetamine gümnaasium,LOFY.01.113
äriplaan,MJCV.00.027
saksa keel dialektoloogia,FLGR.04.625
"eesti keskkond , taimestik ja taimkate",LOOM.01.047
tõenäosusteooria ja matemaatiline statistika,MTMS.02.059
õpetamine kooliväline keskkond,LOLH.00.006
tervis edendamine,ARTH.04.045
farmakoloogia ja toksikoloogia,ARFR.02.037
tehisintellekt,LTAT.01.003
terve hammas kõik,ARST.01.116
silmahaigus,ARSI.01.002
"vene keel arstiteadus üliõpilane i , tase a2 . 1 > a2 . 2",HVLC.05.025
arvutimäng loomine ja disain,MTAT.03.263
magistritöö,LOKT.00.002
sissejuhatus andmeteadus,LTAT.02.002
heli-ja valgustehnika praktikum,P2VK.05.328
õpiraskus psühholoogia,SHHI.03.009
eesti keel,FLEE.02.093
põhipill ii,P2VK.02.581
nüüdisaeg rahvusvaheline suhe ( alates u 1990 ),HVAJ.06.007
reformatsioon põhja-euroopa poliitika ja kunstipeegel,HVAJ.07.008
ruumikujundus,P2VK.05.332
eesti kultuurimaastik,SVNC.00.070
kasvatuskultuur ja - filosoofia,SHHI.01.053
estica välisarhiiv,FLAJ.02.060
eesti keel suuline ja kirjalik väljendusõpetus,SHRG.00.031
inglise õiguskeel ( b2-c1 ),P2OG.04.013
vene kultuurilugu,FLGR.05.268
automatiseeritud andmehõive keskkonnaseire,LOFY.05.036
"prantsuse keel algkursus i ( inglise keel baas ) , tase 0 > a1 . 1",HVLC.03.006
taastusravi,ARSM.00.013
haav ravi,ARKI.02.036
algoloogia,LOOM.01.001
füüsika mina ümber,LOFY.01.101
magnetmaterjal,LOFY.02.047
erialane praktika,LOKT.00.024
operatsioonisüsteem,LTAT.06.001
sissejuhatus kliiniline hambaravi,ARST.01.105
suu ja hambahaigus i,ARST.01.111
kosmosetehnoloogia alune,LTTO.00.011
rühmapraktika,SVUH.00.075
praktika,FLGR.00.061
eriseminar heitmed tehnoloogia,LOKT.04.084
geomorfoloogia,LOOM.02.130
loovkirjutamine,P2VK.05.351
kultuuripoliitika,P2VK.05.350
sissejuhatus semiootika uurimismeetod,FLSE.00.225
foneetika seminar i,FLEE.08.117
teadustöö metodoloogia,SVPC.01.008
käitumisökoloogia,LOOM.04.038
gerodontoloogia,ARST.01.099
turismiettevõte strateegiline juhtimine,P2PC.00.602
skulptuur ii,P2VK.01.369
praktiline harmoniseerimine klaver i,P2VK.02.341
helitehnoloog praktika i,P2VK.02.740
arvutimorfoloogia,FLEE.08.052
praktika magistriõpe,USUS.03.055
kardioloogia,ARKA.01.072
inglise keel praktiline foneetika,P2NC.00.452
ajaleht kui õppevahend põhikool inglise keel tund,HTOS.02.388
kõne asendama ja toetama kommunikatsioonimeetod,SHHI.03.029
kehaline kasvatus pidev praktika,KKSP.02.040
"itaalia keel algtase ii ( inglise keel baas ) , tase a1 . 1 > a1 . 2",HVLC.03.021
antiikmütoloogia alune kirjandustekst,FLLC.02.002
"vene keel eelkeskaste i , tase a2 . 1 > a2 . 2",HVLC.05.018
saksakeelne maa kultuur ja maalugu,FLGR.04.355
immunoloogia,ARMP.02.007
uurimismeetod materjaliteadus,LTKT.01.001
kliiniline radioloogia,ARRD.00.016
lõputöö seminar,LTKT.00.002
mõõtmistulemus töötlemine,LOFY.01.039
mehaanika õpetamine põhikool,LOFY.01.151
röntgenstruktuuranalüüs i,LOFY.02.020
biomehaanika alune ja biomaterjal,LOFY.01.125
materjaliklass ja tema tehnoloogia,LTFY.02.002
inglise kirjandus barokk romantism,FLGR.01.162
perearstiteadus,ARPO.01.031
ettevõtlus hambaarstiteadus,SVMJ.02.002
immunoloogia alane uurimistöö alune iii,ARMP.02.015
sissejuhatus eriala,LTAT.03.002
ettevõte rahvusvahelistumine,MJJV.07.089
näitlejameisterlikkus süvakursus,P2VK.04.602
eesti keel kirjalik eneseväljendus,P2VK.09.001
sissejuhatus eriala ja farmaatsia ajalugu,ARFA.01.071
rakendusklimatoloogia,LTOM.02.019
mastering ii,P2VK.02.738
aktuaalne küsimus varauusaeg ja uusaeg ajalugu,FLAJ.07.235
arengupsühholoogia : koolieelne ja kooliiga,SHHI.01.057
arvutigraafika,P2NC.01.109
kultuuripoliitika eestis,FLKU.03.076
rooma eepika,FLLC.02.005
"itaalia keel algtase i , tase 0 > a1 . 1 ( inglise ja eesti keel baas )",HVLC.03.020
keskkonnaseire füüsikaline alune,LOFY.05.006
"hiina keel algtase i ( inglise keel baas ) , tase 0 > a1 . 1",HVLC.08.012
"hiina keel algtase ii ( inglise keel baas ) , tase a1 . 1 > a1 . 2",HVLC.08.013
ülevaade tšehh kultuurilugu,FLGR.05.411
"folkloristika seminar : traditsioon , loovus , ühiskond",FLKU.04.131
hiina kirjandus,FLLC.08.004
"prantsuse keel algkursus iii ( inglise keel baas ) , tase a1 . 2 > a2 . 1",HVLC.03.009
mis pidama teadma oma nahk kohta,MVCM.07.001
naistehaigus ja sünnitusabi,ARNS.01.032
biokeemia ii,LOMR.08.006
loodusteaduslik meetod seminar,LTFY.01.012
konsultatiivtöö metoodika,LOFY.01.076
mikromaailm füüsika,LOFY.01.009
tuumafüüsika eksperimentaalmeetod,LOFY.01.015
funktsionaalne anatoomia põhimõiste,LOFY.01.133
füüsika kool,LOFY.01.157
laboritöö praktikum,LTKT.01.002
seitse sügelev nahahaigus,ARNH.01.030
lõputöö seminar,P2PC.03.134
väle tarkvaraarendus,MTAT.03.295
"vene keel arstiteadus üliõpilane ii , tase a2 . 2 > b1 . 1",HVLC.05.026
magistrieksam,SHUH.04.025
eriala teadustöö metoodika heitmed tehnoloogia,LOKT.04.086
doktoriseminar,MJ00.00.049
tsiviilõigus üldosa,OIEO.04.068
füüsika didaktika,LTFY.01.002
magistritöö arvutitehnika,LOTI.05.036
arheoloogiline välitöö praktika,FLAJ.01.143
temaatiline kaart kujundamine,LTOM.02.017
täiskasvanud füsioteraapia,KKSB.05.079
ansambel ii,P2VK.02.718
sotsiaaltöö ja sotsiaalpoliitika sihtgrupp,SHUH.07.004
mänguteooria,MJRI.02.083
seksuoloogia ja seksuaalkasvatus,HTPK.02.103
biosemiootika aktuaalne probleem,FLSE.00.287
teaduslik uurimistöö alune,FLAJ.05.076
kirjalik väljendus õpetus,FLGR.01.159
"vene keel kesktase i , tase b1 . 1 > b1 . 2",HVLC.05.020
"vene keel algtase ii , tase a1 . 2 > a2 . 1",HVLC.05.017
geneetiliselt muundatud organism,LOMR.03.017
hispaania keel praktikum i,FLGR.03.257
"hispaania keel algtase ( süvaõpe ) i , tase 0 > a1",FLKE.05.063
lõputöö seminar,LTFY.01.013
patsiendikeskne suhtlemine,ARPO.01.042
"prantsuse keel algtase ( süvaõpe ) , tase 0 > a1",FLKE.02.275
kaasaegne metroloogia alune,LOFY.01.037
pilditöötlus kaugseire i,LOFY.05.034
eriseminar ökotehnoloogia,LOOM.02.298
materjalifüüsika praktikum i . mehaanika ja soojus,LOFY.02.055
füüsika praktikum ii - elekter ja magnetism,LOFY.01.123
sedimentoloogia,LOOM.03.004
laboritöö praktikum,LTFY.01.011
kriitiline seisund erakorraline meditsiin,ARAI.01.054
kinnisvara rahandus,MJJV.10.054
suu - ja hambahaigus propedeutika i,ARST.01.113
inglise keel analüüs,P2NC.00.816
kardioloogia,ARKA.01.049
uurimistöö meetod ja teadustöö metodoloogia,SOSS.04.100
sisehaigus,ARSK.01.015
keemia didaktika praktikum,LOKT.01.023
finantsjuhtimine ja avalik sektor ökonoomika,P2PC.03.141
naine ja seksuaalsus folkloor ja ühiskond,FLKU.04.127
laps ja nooruk emotsionaalne ja sotsiaalne areng,SHHI.03.047
avalik sektor ökonoomika,MJRI.08.042
füsioteraapia neuroloogia,KKSB.05.032
"teatrietendus , performance helindamine",P2VK.02.744
tehnoloogia praktikum i,P2VK.04.666
paleontoloogia ja stratigraafia alune,LOOM.03.051
"prantsuse keel algkursus ii , tase a1 . 1 > a1 . 2",HVLC.03.007
mõõtmistulemus töötlemine,LOFY.05.035
andmekogumine printsiip,LOOM.04.055
mikroobigeneetika,LOMR.03.001
"vene keel kesktase ii , tase b1 . 2 > b2 . 1",HVLC.05.021
kreeka keel morfoloogia ja süntaks,FLLC.02.016
läänemere ökoloogia,LOMI.00.001
molekulaarne arengubioloogia,LOMR.09.027
"prantsuse keel algkursus i , tase 0 > a1 . 1",HVLC.03.005
andmeanalüüs keskkonnatehnoloogia,MTMS.01.098
jaapani kultuur ja ühiskond,FLLC.08.017
loodusteaduslik meetod seminar,LTKT.00.001
füüsika ja tehnika,LOFY.01.115
hispaania ühiskond ja kultuur,FLGR.03.283
füüsika õpetamine põhikool i ja ii aste,LOFY.01.148
eksperimentaalne koolifüüsika,LOFY.01.159
valitud loeng neuroloogia ja neurokirurgia,ARNR.00.017
kõrv - nina - kurguhaigus,ARKR.01.028
harrastussport võlu ja valu,ARSM.00.015
sagedasem nahahaigus nägu,ARNH.01.031
immunoloogia alane uurimistöö alune i,ARMP.02.004
nimi ingliskeelne maailm,FLGR.01.352
shakespeare ajalooteemaline näidend,HVLC.01.043
mobiilirakendus loomine,MTAT.03.262
tarkvara testimine praktikum,MTAT.03.294
arvutiriistvara praktikum,LOTI.05.021
suu ja hambahaigus ennetus,ARST.01.100
veebirakendus loomine,LTAT.05.004
maa ja biosfäär areng ja globaalmuutus,LOOM.03.050
"erialane vene keel arstiteadus üliõpilane ( 100%e - õpe ) , tase a2",HVLC.05.032
sissejuhatus arvutuslik neuroteadus,MTAT.03.291
arvuti arhitektuur ja riistvara i,LOFY.03.079
magistriseminar teoreetiline füüsika,LOFY.04.066
finantsarvestus,P2PC.00.609
magistriseminar spektroskoopia,LOFY.02.031
praktiline töö ja ikt rakendamine loodusteadus õpetamine,LTOM.05.001
pedagoogiline praktikum ii,LOLH.00.002
seminar maailm kultuur,HVLC.00.009
